Nro;Ubicacion;Rotulado;Descripcion;Marca;Modelo;Matricula Nro;Motor Nro;Chassis Nro;RASP;"Modelo
Año";Valor;Estado;"Fecha
Incorporacion"
462;TRANSPORTE (SEME);12008-310-03-0121;AMBULANCIA;MERCEDES BENZ;SPRINTER 416 CDI F/36;AALR 180;651958W0112631;8AC907643ME189546;C-0011875;2021;559,072,714;Bueno;25/10/2021
463;TRANSPORTE (SEME);12008-310-03-0120;AMBULANCIA;MERCEDES BENZ;SPRINTER 416 CDI F/36;AALR 182;651958W0112632;8AC907643ME189548;C-0011874;2021;559,072,714;Bueno;25/10/2021
464;TRANSPORTE (SEME);12008-310-03-0119;AMBULANCIA;MERCEDES BENZ;SPRINTER 416 CDI F/36;AALR 157;651958W0112485;8AC907643ME189624;C-0011873;2021;559,072,714;Regular;25/10/2021
465;TRANSPORTE (SEME);12008-310-03-0118;AMBULANCIA;ISUZU;TFS6YJSLCMAG-13A065;AAML 046;VU8748;MPATFS86JMT001646;C-0012166;2021;533,072,714;Bueno;25/10/2021
466;TRANSPORTE (SEME);12008-310-03-0117;AMBULANCIA;ISUZU;TFS6YJSLCMAG-13A065;AAMB 888;VU8745;MPATFS86JMT001649;C-0012680;2021;533,072,714;Bueno;25/10/2021
467;TRANSPORTE (SEME);12008-310-03-0116;AMBULANCIA;ISUZU;TFS6YJSLCMAG-13A065;AAMB 891;VR8098;MPATFS86JMT001580;C-0012167;2021;533,072,714;Bueno;25/10/2021
468;TRANSPORTE (SEME);12008-310-03-0115;AMBULANCIA;ISUZU;TFS6YJSLCMAG-13A065;AAMB 881;VM4521;MPATFS86JMT001437;C-0012163;2021;533,072,714;Muy Bueno;25/10/2021
469;TRANSPORTE (SEME);12008-310-03-0114;AMBULANCIA;ISUZU;TFS6YJSLCMAG-13A065;AAML 024;***;MPATFS86JMT001439;C-0012164;2021;533,072,714;Muy Bueno;25/10/2021
470;TRANSPORTE (SEME);12008-310-03-0113;AMBULANCIA;ISUZU;TFS6YJSLCMAG-13A065;AAMB 900;***;MPATFS86JMT001440;C-0012165;2021;533,072,714;Bueno;25/10/2021
471;TRANSPORTE (SEME);12008-310-03-0112;AMBULANCIA;ISUZU;TFS6YJSLCMAG-13A065;AAMB 877;VR8100;MPATFS86JMT001579;C-0011944;2021;533,072,714;Muy Bueno;25/10/2021
472;TRANSPORTE (SEME);12008-310-03-0111;AMBULANCIA;ISUZU;TFS6YJSLCMAG-13A065;AAMB 899;VU8738;MPATFS86JMT001642;C-0011945;2021;533,072,714;Bueno;25/10/2021
473;TRANSPORTE (SEME);12008-310-03-0110;AMBULANCIA;ISUZU;TFS6YJSLCMAG-13A065;AAMB 895;VU8746;MPATFS86JMT001650;C-0011885;2021;533,072,714;Bueno;25/10/2021
474;TRANSPORTE (SEME);12008-310-03-0109;AMBULANCIA;ISUZU;TFS6YJSLCMAG-13A065;AAML 042;VU8744;MPATFS86JMT001648;C-0011884;2021;533,072,714;Bueno;25/10/2021
475;TRANSPORTE (SEME);12008-310-03-0108;AMBULANCIA;ISUZU;TFS6YJSLCMAG-13A065;AAMB 885;VU8743;MPATFS86JMT001647;C-0011893;2021;533,072,714;Bueno;25/10/2021
476;TRANSPORTE (SEME);12008-310-03-0107;AMBULANCIA;ISUZU;TFS6YJSLCMAG-13A065;AAMB 884;VR8106;MPATFS86JMT001578;C-0011891;2021;533,072,714;Bueno;25/10/2021
477;TRANSPORTE (SEME);12008-310-03-0106;AMBULANCIA;ISUZU;TFS6YJSLCMAG-13A065;AAMB 892;VU8734;MPATFS86JMT001640;C-0011883;2021;533,072,714;Regular;25/10/2021
478;TRANSPORTE (SEME);12008-310-03-0100;AMBULANCIA;ISUZU;TFS6YJSLCMAG-13A065;AAML 022;VU8737;MPATFS86JMT001643;C-0011892;2021;533,072,714;Inutilizado;25/10/2021
479;TRANSPORTE (SEME);12008-310-03-0099;AMBULANCIA;ISUZU;TFS6YJSLCMAG-13A065;AAMB 898;VU8741;MPATFS86JMT001639;C-0011887;2021;533,072,714;Bueno;25/10/2021
480;TRANSPORTE (SEME);12008-310-03-0098;AMBULANCIA;ISUZU;TFS6YJSLCMAG-13A065;AAML 051;VM4515;MPATFS86JMT001442;C-0011894;2021;533,072,714;Bueno;25/10/2021
481;TRANSPORTE (SEME);12008-310-03-0097;AMBULANCIA;ISUZU;TFS6YJSLCMAG-13A065;AAML 049;VM4519;MPATFS86JMT001441;C-0011888;2021;533,072,714;Muy Bueno;25/10/2021
482;TRANSPORTE (SEME);12008-310-03-0096;AMBULANCIA;ISUZU;TFS6YJSLCMAG-13A065;AAMB 873;VM4526;MPATFS86JMT001438;C-0011886;2021;533,072,714;Bueno;25/10/2021
483;TRANSPORTE (SEME);12008-310-03-0095;AMBULANCIA;ISUZU;TFS6YJSLCMAG-13A065;AAML 054;VU8739;MPATFS86JMT001641;C-0011890;2021;533,072,714;Muy Bueno;25/10/2021
484;TRANSPORTE (SEME);12008-310-03-0094;AMBULANCIA;ISUZU;TFS6YJSLCMAG-13A065;AAMB 897;VM4517;MPATFS86JMT001436;C-0011889;2021;533,072,714;Bueno;25/10/2021
485;CENTRO DE SALUD DE YPANE (11° R.S.CENTRAL);12008-01-50-7254;AMBULANCIA;RENAULT;MASTER;AANN 679;M9TA876CO47411;93YMAF4KCNJ111389;C-0012183;2022;459,415,006;Regular;7/2/2022
486;CENTRO DE SALUD DE YPANE (11° R.S.CENTRAL);011-03-27-0518;AMBULANCIA;RENAULT;MASTER/2013;EAH 126;G9UA754C273373;93YADCUH6DJ299941;C-0008204;2012;267,804,000;Inutilizado;26/10/2012
487;PUESTO DE SALUD VILLA FRANCA (12° R.S.ÑEEMBUCU);12008-33-95-1300;AMBULANCIA;HYUNDAI;GRAND STAREX;***;***;KMJWSH7JP8U065755;***;2008;80,000,000;Muy Bueno;6/10/2021
488;Transporte Regional (4ta. Region Sanitaria-Guaira);011-03-27-0411;AMBULANCIA;RENAULT;KANGO;EAH 284;K9KV714D266182;8A1FC1E15CL240502;C-0010411;2012;122,852,600;Malo;19/10/2012
489;Rodados (C.S. Paso Yobai-4ta.R.S. GUAIRA);011-03-27-0231;AMBULANCIA;RENAULT;MASTER/2012;EAH 120;G9UA754C273374;93YADCUH6DJ300933;C-0008990;2012;267,804,000;Inutilizado;11/10/2012
490;CENTRO DE SALUD DE ITURBE (4ta. Región Sanitaria-Guaira);12008-453-01-0160;AMBULANCIA;TOYOTA;LAND CRUISER;AALD 367;1HZ0991685;JTERB71J20F015917;C-0012244;2022;295,319,960;Muy Bueno;9/6/2022
491;H.M.I. VILLA CHOFERES DEL CHACO (XVI R.S BOQUERON);12008-01-50-7302;AMBULANCIA;RENAULT;MASTER;AANN 671;M9TA876CO47548;93YMAF4KCNJ111395;C-0012179;2022;459,415,006;Bueno;7/2/2022
492;TRANSPORTE Y TALLERES (H.R. LUQUE);011-03-27-0121;AMBULANCIA;RENAULT;KANGO;EAH 167;K9KV714D265898;8A1FC1E15CL219254;C-0008986;2012;122,852,600;Regular;28/9/2012
493;TRANSPORTE Y TALLERES (H.R. LUQUE);12008-01-60-0044;AMBULANCIA;MERCEDES BENZ;SPRINTER F3665 416 CDI;AANS 074;651958W0137074;8AC907643PE215534;C-0012866;2023;567,407,000;Muy Bueno;14/12/2022
494;PUESTO DE SALUD PASO DE PATRIA (12 R.S. ÑEEMBUCU);12008-01-60-0053;AMBULANCIA;ISUZU;TFS4XJSLCMBDQLA010;AAMZ 921;XK3772;MPATFS40JPT000622;***;2023;547,219,000;Muy Bueno;14/12/2022
495;PUESTO DE SALUD SAN JUAN ÑEEMBUCU (12 R.S.ÑEEMBUCU);12008-453-01-0113;AMBULANCIA;TOYOTA;LAND CRUISER;AALF 275;98564;JTERB71J00F014555;C-0012208;2021;337,829,840;Muy Bueno;15/3/2022
496;CENTRO DE SALUD VILLALBIN (12 R.S.ÑEEMBUCU);011-03-24-0665;AMBULANCIA;MERCEDES BENZ;SPRINTER 313 CDI F/3000;EAE 298;6.11982E+13;8AC9036617A958582;C-0010777;2006;189,000,000;Regular;11/1/2007
497;CENTRO DE SALUD VILLALBIN (12 R.S.ÑEEMBUCU);12008-453-01-0127;AMBULANCIA;TOYOTA;LAND CRUISER;AALF 974;985829;JTERB71J40F014610;C-0012207;2021;337,829,840;Muy Bueno;15/3/2022
498;TRANSPORTE Y TALLERES (12 R.S.ÑEEMBUCU);011-03-24-0632;AMBULANCIA;KIA;PREGIO;AYS 837;J2-367763;KNFTRB11247146389;C-0005627;2004;93,515,000;Regular;27/9/2004
499;TRANSPORTE (H.D.ITAUGUA);12008-155-01-0958;AMBULANCIA;HYUNDAI;GRAND STAREX;AARP 785;***;KMJWS37KBDU559965;***;2013;220,000,000;Muy Bueno;1/8/2024
500;Transporte y Talleres - DGAF- (HGP);011-310-06-0295;AMBULANCIA;TOYOTA;LAND CRUISER/H T 4X4;EAJ 834;857187;JTERB71J300085638;C-0010197;2017;254,321,000;Bueno;14/2/2017
501;Transporte y Talleres - DGAF- (HGP);011-419-81-0007;AMBULANCIA;MERCEDES BENZ;SPRINTER 313 CDI /3550;OBA 247;6.11982E+13;8AC903662BE044353;C-0007817;2011;320,833,700;Malo;7/3/2011
502;PUESTO DE SALUD UNION - AREA PROG.SUR (2ª R.S.SAN PEDRO);011-03-27-0700;AMBULANCIA;RENAULT;KANGO;EAH 364;K9KV714D267027;8A1FC1E15CL289031;***;2012;122,852,600;Inutilizado;23/10/2012
503;PUESTO DE SALUD UNION - AREA PROG.SUR (2ª R.S.SAN PEDRO);12008-453-01-0164;AMBULANCIA;TOYOTA;LAND CRUISER;AALD 358;1HZ0991837;JTERB71J40F015935;C-0012258;2022;295,319,960;Bueno;9/6/2022
504;CENTRO DE SALUD DE FULGENCIO YEGROS (6ª R.S. CAAZAPA);12008-83-01-0026;AMBULANCIA;RENAULT;MASTER FURGON;***;M9TC678C032462;93YF62000PJ307516;***;2023;838,658,000;Bueno;27/7/2023
505;TRANSPORTE (HOSP. INDIGENA);12008-01-60-0050;AMBULANCIA;ISUZU;TFS4XJSLCMBDQLA010;AAMZ 905;XK3765;MPATFS40JPT000619;***;2023;547,219,000;Muy Bueno;14/12/2022
506;Direccion Medica (INCAN);12008-27-105-0001;AMBULANCIA;MERCEDES BENZ;SPRINTER F-3665 415 CDI/2023;AAMM 174;651958W0145103;8AC907643PE223957;C-0012884;2022;443,936,250;Muy Bueno;29/5/2023
507;TRANSPORTE Y TALLERES -HRP (12º R.S. ÑEEMBUCU);12008-33-95-3120;AMBULANCIA;TOYOTA;HIACE;***;***;TRH2260012469;***;2013;63,500,231;Bueno;28/8/2024
508;TRANSPORTE Y TALLERES -HRP (12º R.S. ÑEEMBUCU);12008-33-95-3119;AMBULANCIA;TOYOTA;HIACE;***;***;TRH2260009804;***;2011;70,870,566;Bueno;28/8/2024
509;TRANSPORTE Y TALLERES -HRP (12º R.S. ÑEEMBUCU);12008-33-95-3118;AMBULANCIA;TOYOTA;HIACE;***;***;TRH2260013998;***;2014;89,079,161;Bueno;28/8/2024
510;USF COLONIA BARBERO -H.R.S.PEDRO (2ª R.S. SAN PEDRO);011-310-06-0705;AMBULANCIA;FORD;RANGER CS;EAF 762;S56303704;8AFER11P4BJ358835;***;2011;377,791,034;Regular;24/3/2011
511;USF SAN VICENTE PANCHOLO (2° R.S. SAN PEDRO);12008-01-60-0223;AMBULANCIA;ISUZU;TFS4XJSLCMBDQLA010;AAMZ 926;XM7080;MPATFS40JPT001057;***;2023;547,219,000;Bueno;23/12/2022
512;TRANSPORTE (H.STA.ROSA AGUARAY);12008-453-01-0124;AMBULANCIA;TOYOTA;LAND CRUISER;AALF 986;985800;JTERB71J20F014606;C-0012221;2021;337,829,840;Muy Bueno;15/3/2022
513;TRANSPORTE (H.STA.ROSA AGUARAY);12008-453-01-0111;AMBULANCIA;TOYOTA;LAND CRUISER;AALF 272;985483;JTERB71J50F014535;C-0012222;2021;337,829,840;Muy Bueno;15/3/2022
514;CENTRO DE SALUD AVAI (6ª R.S.CAAZAPA);12008-85-01-0020;AMBULANCIA;RENAULT;MASTER FURGON;***;M9TC678C032981;93YF62005PJ347610;***;2023;838,658,000;Bueno;23/8/2023
515;POLICLINICO MATERNO INFANTIL HERMANN GMEINER - HOHENAU (7ª ITAPUA);12008-131-11-0222;AMBULANCIA;HYUNDAI;H1;BNT 966;D4HB0425580;KMJWA37HACU385087;C-0011819;2012;148,000,000;Bueno;19/3/2020
516;TRANSPORTE (H.M.I.Trinidad);011-03-27-0799;AMBULANCIA;RENAULT;KANGO;EAH 286;K9KV714D266923;8A1FC1E15CL288976;C-0008778;2012;122,852,600;Regular;26/10/2012
517;TRANSPORTE (H.V.ELISA);011-310-06-0159;AMBULANCIA;TOYOTA;LAND CRUISER HARD TOP;EAK 002;847660;JTERB71J500084264;C-0010164;2016;237,193,000;Regular;16/6/2016
518;USF MARACANA 3 ENC. -H.R.S.DEL GUAIRA (14ª R.S.CANINDEYU);011-03-27-0852;AMBULANCIA;ISUZU;TFS54HSPLMEG-05A013;EAH 453;252247;MPATFS54HDT100924;C-0010511;2013;351,310,180;Bueno;5/3/2013
519;USF LAUREL -H.R.S.DEL GUAIRA (14ª R.S.CANINDEYU);12008-453-01-0157;AMBULANCIA;TOYOTA;LAND CRUISER;AALD 370;1HZ0991607;JTERB71J00F015897;C-0012251;2022;295,319,960;Bueno;9/6/2022
520;USF YVYRAROVANA PUEBLO -H.R.S.DEL GUAIRA (14ª R.S.CANINDEYU);12008-453-01-0158;AMBULANCIA;TOYOTA;LAND CRUISER;AALD 364;1HZ0991669;JTERB71J50F015913;C-0012257;2022;295,319,960;Bueno;9/6/2022
521;USF YPEJHU -H.R.S.DEL GUAIRA (14ª R.S.CANINDEYU);12008-453-01-0155;AMBULANCIA;TOYOTA;LAND CRUISER;AALD 368;1HZ0991524;JTERB71J50F015894;C-0012249;2022;295,319,960;Bueno;9/6/2022
522;TRANSPORTE -CS MBUYAPEY (9ª R.S. Paraguari);12008-306-12-0002;AMBULANCIA;TOYOTA;GRAN VIA;DAV 812;***;KCH100018909;***;1998;28,000,000;Bueno;17/2/2021
523;USF CAPITAN MEZA PUERTO (7ª ITAPUA);12008-453-01-0156;AMBULANCIA;TOYOTA;LAND CRUISER;AALD 369;1HZ0991601;JTERB71J90F015896;C-0012253;2022;295,319,960;Bueno;9/6/2022
524;TRANSPORTE (16ª R.S. BOQUERON);12008-01-60-0049;AMBULANCIA;ISUZU;TFS4XJSLCMBDQLA010;AAMZ 923;XK3766;MPATFS40JPT000618;C-0012461;2023;547,219,000;Bueno;14/12/2022
525;TRANSPORTE (16ª R.S. BOQUERON);12008-01-60-0048;AMBULANCIA;ISUZU;TFS4XJSLCMBDQLA010;AAMZ 919;XK3764;MPATFS40JPT000617;C-0012460;2023;547,219,000;Regular;14/12/2022
526;TRANSPORTE (16ª R.S. BOQUERON);12008-319-36-0005;AMBULANCIA;ISUZU;TFS7MJSLCMBDQLA008;AAPX 697;XM5246;MPATFS87JPT000775;***;2023;481,951,120;Bueno;25/3/2023
527;TRANSPORTE (16ª R.S. BOQUERON);12008-319-36-0001;AMBULANCIA;MERCEDES BENZ;SPRINTER 313 CDI;OBD313;***;8AC903662BE044249;***;2011;163,036,481;Bueno;20/4/2022
528;TRANSPORTE -CS YAGUARON (9ª R.S.PARAGUARI);12008-313-24-0001;AMBULANCIA;TOYOTA;HIACE REGIUS;YAF 748;***;KCH46-0016622;C-0011114;2000;25,000,000;Bueno;5/11/2019
529;SECCION TRANSPORTE (H.G. SAN LORENZO);011-62-67-0011;AMBULANCIA;RENAULT;KANGO CONFORT/2015;BVA 664;K9KV714D273207;8A1FC1E15FL413060;***;2014;122,852,600;Bueno;7/2/2015
530;SECCION TRANSPORTE (H.G. SAN LORENZO);011-62-67-0006;AMBULANCIA;HYUNDAI;H1;***;D4BB6254638;KMJWSH7BP6U729278;***;2006;120,000,000;Regular;11/8/2006
531;COMPLEJO SANTO DOMINGO (IBS);12008-453-01-0165;AMBULANCIA;TOYOTA;LAND CRUISER;AALD 360;1HZ099838;JTERB71J80F015937;C-0012256;2022;295,319,960;Muy Bueno;9/6/2022
532;ADMINISTRACION -H.R.S.P.(2ªR.S.SAN PEDRO);12008-220-21-0056;AMBULANCIA;IVECO;DAILY VETRATO 45S17;AAMV 219;F1CE3481C*7287941*;93ZK42C01L8488585;C-0012332;2020;406,000,000;Inutilizado;27/10/2021
533;USF PUERTO PINAZCO (15ª R.S. PDTE.HAYES);12008-14-313-0027;AMBULANCIA;TOYOTA;LAND CRUISER PRADO;***;***;KZJ95-0019243;***;1996;110,000,000;Bueno;10/12/2021
534;SECCION TRANSPORTE (H.R.VILLARRICA - 4ª R.S. GUAIRA);12008-08-17-2691;AMBULANCIA;RENAULT;MASTER L2H2;AAPH 262;***;93YF62008RJ546394;***;2024;683,100,000;Muy Bueno;25/3/2024
535;SECCION TRANSPORTE (H.R.VILLARRICA - 4ª R.S. GUAIRA);12008-08-17-2682;AMBULANCIA;RENAULT;L2H2;AAPG 624;***;93YF62006RJ716140;***;2024;683,100,000;Muy Bueno;25/3/2024
536;AREA MOVIL AMBULANCIAS (H. R. ENCARNACION - 7ª R.S. ITAPUA);12008-132-90-0670;AMBULANCIA;RENAULT;MASTER;AADC 214;***;93YMAF4KAKJ274096;C-0011817;2019;658,458,000;Bueno;12/10/2021
537;SEDE REGIONAL (5TA. REGION SANITARIA CAAGUAZU);12008-453-01-0154;AMBULANCIA;TOYOTA;LAND CRUISER;AALD 352;1HZ0991514;JTERB71J30F015893;C-0012248;2022;295,319,960;Muy Bueno;9/6/2022
538;DEPOSITO PARA BAJA DE RODADOS (9ª R.S. PARAGUARI);011-310-02-0689;AMBULANCIA;RENAULT;MASTER/2008;EAE 783;G9UA724C039574;93YADCUD58J015371;C-0009171;2008;227,000,000;Inutilizado;27/2/2009
539;DEPOSITO PARA BAJA DE RODADOS (9ª R.S. PARAGUARI);011-310-02-0682;AMBULANCIA;RENAULT;MASTER/2008;EAE 793;G9UA724C039330;93YADCUD58J015377;C-0009173;2008;227,000,000;Inutilizado;27/2/2009
540;DEPOSITO PARA BAJA DE RODADOS (9ª R.S. PARAGUARI);011-03-24-0652;AMBULANCIA;MERCEDES BENZ;SPRINTER 308 CDI/F3000;EAD 194;6.11988E+13;8AC9036615A920293;C-0008896;2005;154,500,000;Inutilizado;9/12/2005
541;DEPOSITO PARA BAJA DE RODADOS (9ª R.S. PARAGUARI);011-03-24-0650;AMBULANCIA;MERCEDES BENZ;SPRINTER 313 CDI/F 3000;EAD 161;6.11988E+13;8AC9036615A923679;C-0005233;2005;154,500,000;Inutilizado;9/10/2005
542;DEPOSITO PARA BAJA DE RODADOS (9ª R.S. PARAGUARI);011-03-24-0646;AMBULANCIA;MERCEDES BENZ;SPRINTER 313 CDI/F 3000;EAD 163;611981700-25059;8AC9036615A925442;C-0005234;2005;154,500,000;Inutilizado;9/12/2005
543;DEPOSITO PARA BAJA DE RODADOS (9ª R.S. PARAGUARI);011-03-24-0633;AMBULANCIA;KIA;PREGIO;EAC 592;J2-367764;KNFTRB11247146391;C-0005404;2004;93,515,000;Inutilizado;27/9/2004
544;DEPOSITO PARA BAJA DE RODADOS (9ª R.S. PARAGUARI);011-03-24-0552;AMBULANCIA;NISSAN;PATROL AYLG;EAD 727;03255E;VSKAVU260U0614865;C-004254;1999;56,219,389;Inutilizado;4/10/1999
545;DEPOSITO PARA BAJA DE RODADOS (9ª R.S. PARAGUARI);011-03-24-0463;AMBULANCIA;TOYOTA;LAND CRUISER;EAF 771;1HZ0191862;HZJ750033398;C-0002222;1997;85,000,000;Inutilizado;31/5/1997
546;DEPOSITO PARA BAJA DE RODADOS (9ª R.S. PARAGUARI);011-03-24-0400;AMBULANCIA;TOYOTA;LAND CRUISER;EAD286;1HZ-0126794;HZJ75-0021252;C-0001697;1995;80,000,000;Inutilizado;13/11/2008
547;DEPOSITO PARA BAJA DE RODADOS (9ª R.S. PARAGUARI);011-03-27-0195;AMBULANCIA;RENAULT;KANGOO EXPRESS CONFORT/2012;EAH 328;K9KV714D266912;8A1FC1E15CL288998;C-0009172;2012;122,852,600;Inutilizado;11/10/2012
548;DEPOSITO PARA BAJA DE RODADOS (9ª R.S. PARAGUARI);011-03-27-0004;AMBULANCIA;RENAULT;KANGO;BJS 399;K9KA700D182956;8A1FCG715CL859899;C-0008933;2012;118,400,000;Inutilizado;1/12/2011
549;DEPOSITO PARA BAJA DE RODADOS (9ª R.S. PARAGUARI);011-03-27-0003;AMBULANCIA;RENAULT;KANGO;EAG 737;K9KA700D183233;8A1FCG715CL859894;C-0008923;2012;118,400,000;Inutilizado;1/12/2011
550;DEPOSITO PARA BAJA DE RODADOS (9ª R.S. PARAGUARI);011-03-27-0002;AMBULANCIA;RENAULT;KANGO;BJT 945;K9KA700D183024;8A1FCG715CL859872;C-0008931;2012;118,400,000;Inutilizado;1/12/2011
551;DEPOSITO PARA BAJA DE RODADOS (9ª R.S. PARAGUARI);011-03-27-0001;AMBULANCIA;RENAULT;KANGO;EAG 729;K9KA700D182945;8A1FCG715CL859942;C-0008926;2012;118,400,000;Inutilizado;1/12/2011
552;DEPOSITO DE BIENES PARA BAJA - RODADOS (7ª ITAPUA);011-03-24-0503;AMBULANCIA;NISSAN;PATROL AYGL 4X4;***;01911E;VSKAVI260U-0613470;C-000285;1999;70,174,943;Inutilizado;6/7/1999
553;CENTRO DE SALUD SAN MIGUEL (8ª R.S.MISIONES);011-13-48-1170;AMBULANCIA;HYUNDAI;H-1;***;D4BHE015634;KMFWBX7HAFU656540;***;2014;159,315,300;Bueno;7/10/2015
554;CENTRO DE SALUD YABEBYRY (8ª R.S.MISIONES);12008-13-48-1166;AMBULANCIA;TOYOTA;REGIUS;***;1KZ-0820726;KCH46-0018845;***;2001;108,790,000;Malo;10/7/2019
555;CENTRO DE SALUD YABEBYRY (8ª R.S.MISIONES);12008-453-01-0126;AMBULANCIA;TOYOTA;LAND CRUISER;AALF 989;985820;JTERB71J80F014609;C-0012206;2021;337,829,840;Muy Bueno;15/3/2022
556;CENTRO DE SALUD SANTA MARIA (8ª R.S.MISIONES);011-03-24-0631;AMBULANCIA;KIA;PREGIO;AXL 712;J2-367761;KNFTRB11247146388;C-0005474;2004;93,515,000;Regular;27/9/2004
557;CENTRO DE SALUD LOS CEDRALES (10ª R.S. ALTO PARANA);011-03-27-0419;AMBULANCIA;RENAULT;KANGO;EAH 133;K9KV714D267012;8A1FC1E15CL288822;C-0008898;2012;122,852,600;Regular;19/10/2012
558;PUESTO DE SALUD SAN CRISTOBAL (10ª R.S. ALTO PARANA);011-310-06-0383;AMBULANCIA;TOYOTA;LAND CRUISER HT;EAJ 987;785317;JTGRB71J1E7018185;C-0010046;2014;222,841,000;Regular;15/12/2016
559;SEME ITAPUA (7ª ITAPUA);12008-01-60-0218;AMBULANCIA;ISUZU;TFS4XJSLCMBDQLA010;AAMZ 924;XM7070;MPATFS40JPT001051;***;2023;547,219,000;Muy Bueno;23/12/2022
560;SEME ITAPUA (7ª ITAPUA);12008-01-60-0217;AMBULANCIA;ISUZU;TFS4XJSLCMBDQLA010;AAMZ 914;XM7072;MPATFS40JPT001050;***;2023;547,219,000;Muy Bueno;23/12/2022
561;SEME ITAPUA (7ª ITAPUA);12008-01-60-0216;AMBULANCIA;ISUZU;TFS4XJSLCMBDQLA010;AAMZ 918;XM7075;MPATFS40JPT001049;C-0012890;2023;547,219,000;Muy Bueno;23/12/2022
562;SEME ITAPUA (7ª ITAPUA);12008-131-69-0072;AMBULANCIA;IVECO;DAILY 30 160 VAN;IOR580;7338492;93ZC635BZS8211506;***;2025;300,000,000;Muy Bueno;2/7/2025
563;SEME ITAPUA (7ª ITAPUA);12008-01-60-0038;AMBULANCIA;MERCEDES BENZ;SPRINTER F3665 416 CDI;AANS 070;651958W0137001;8AC907643PE215528;C-0012868;2023;567,407,000;Muy Bueno;14/12/2022
564;CENTRO DE SALUD SAN ALBERTO (10° R.S. ALTO PARANA );011-03-27-0409;AMBULANCIA;RENAULT;KANGO;EAH 069;K9KV714D267009;8A1FC1E15CL289004;C-0008897;2012;122,852,600;Malo;19/10/2012
565;CENTRO DE SALUD SAN ALBERTO (10° R.S. ALTO PARANA );011-310-06-0390;AMBULANCIA;TOYOTA;LAND CRUISER HT;EAJ 988;785695;JTGRB71J8E7018247;C-0010053;2014;222,841,000;Regular;15/12/2016
566;PROG. AMPLIADO DE INMUNIZACION (H.R.C.-3ª R.S.CORDILLERA);011-210-24-0001;AMBULANCIA;HYUNDAI;***;***;***;KMJWSH7BP7U702017;***;***;10,000,000;Regular;1/10/2009
567;DEPARTAMENTO DE TRANSPORTE - (17ª REGION SANITARIA ALTO PARAGUAY);12008-01-60-0056;AMBULANCIA;ISUZU;TFS4XJSLCMBDQLA010;AAMZ 909;XK3773;MPATFS40JPT000624;***;2023;547,219,000;Bueno;14/12/2022
568;USF CHACO´I - 15° REGION SANITARIA PESIDENTE HAYES;12008-14-74-0004;AMBULANCIA;HYUNDAI;STAREX;***;***;KMJWSH7HP5U662724;***;2005;60,000,000;Regular;5/6/2024
